SOIL_PH,TEMP,RELATIVE_HUMIDITY,N,P,K,CROPS
6.7,29.7,79.2,65.6,54.1,85.7,ribbed gourd
7.0,26.2,83.8,93.9,30.7,48.3,jute
6.3,17.7,98.7,64.2,58.4,49.9,sorghum
6.1,22.6,62.9,75.2,47.3,82.4,pumpkin
7.4,24.4,77.3,90.0,54.5,42.2,cluster bean
6.3,19.1,65.5,178.5,87.2,74.9,maize
8.0,18.4,71.8,119.9,61.0,78.1,sugarbeet
6.1,27.7,65.9,65.1,68.4,66.6,ash gourd
5.7,26.8,16.5,38.5,20.9,22.4,varagu
6.6,29.3,97.6,63.7,53.6,48.0,sorghum
6.3,25.1,80.3,72.1,57.0,48.4,elephant foot yam
6.7,33.0,83.7,96.6,55.0,76.3,muskmelon
7.1,15.0,85.2,102.5,53.0,41.4,peas
6.4,20.0,19.3,46.7,21.8,25.3,kudiraivali
7.1,19.0,99.5,65.4,57.1,48.0,sorghum
7.1,36.9,17.8,24.3,21.0,24.4,blackgram
6.8,26.4,81.3,129.6,84.6,69.9,maize
6.8,26.3,18.0,39.1,22.5,22.2,panivaragu
7.5,34.7,88.4,22.5,37.2,39.7,gingely
7.9,30.9,79.5,83.3,44.6,46.8,rice
6.1,18.1,98.8,68.3,55.8,45.0,beetroot
6.7,24.7,76.4,95.0,55.3,86.8,watermelon
6.1,23.3,15.1,35.4,26.0,21.6,thinai
6.9,31.8,68.7,22.8,24.2,29.1,greengram
6.8,27.8,79.1,90.4,62.2,94.8,ribbed gourd
8.8,38.2,15.6,36.0,27.7,25.1,samai
7.0,20.8,80.4,94.7,50.7,54.4,peas
7.0,22.1,76.8,136.2,75.5,76.8,sugarbeet
6.2,16.6,97.6,79.8,55.4,59.6,radish
6.5,24.8,61.7,87.7,68.4,62.7,ash gourd
6.9,34.3,60.1,92.2,56.9,45.4,rice
6.9,18.9,62.3,71.4,54.8,74.1,pumpkin
7.4,30.4,70.7,44.6,21.1,21.9,horsegram
6.2,26.4,79.5,129.3,62.9,102.8,chillies
5.8,34.2,82.2,86.4,51.0,56.6,elephant foot yam
6.7,24.9,17.1,29.2,36.9,29.3,blackgram
6.5,10.8,98.9,148.3,73.7,88.5,cabbage
6.6,26.1,99.6,148.8,62.3,86.0,bhendi
7.1,34.2,53.0,58.9,36.7,28.2,horsegram
6.8,22.5,61.5,72.6,41.1,75.6,pumpkin
7.4,18.1,78.7,129.4,47.1,89.5,tomato
7.3,24.7,77.9,110.8,50.8,79.9,watermelon
7.7,21.0,83.6,68.0,40.3,53.1,cluster bean
6.9,37.0,98.6,78.6,58.9,40.5,sorghum
7.4,21.4,77.4,93.7,54.8,53.5,cluster bean
6.8,27.0,79.4,77.3,49.8,47.8,tinda
7.8,18.6,19.5,36.5,22.1,22.0,ragi
5.7,17.4,91.5,108.2,57.1,85.0,capsicum
6.6,20.7,15.7,34.0,29.7,25.0,ragi
6.5,16.2,98.4,113.7,49.9,44.5,cauliflower
5.7,24.2,60.0,50.8,28.2,34.1,bengalgram
6.7,27.5,76.5,45.2,34.7,29.5,redgram
6.9,32.6,65.4,69.5,50.8,57.1,cucumber
6.1,24.2,75.6,108.6,78.0,65.3,sugarbeet
6.5,18.1,89.0,91.4,77.2,78.5,snake gourd
6.1,18.6,65.8,79.1,55.4,47.2,small onion
7.6,22.1,74.0,111.7,58.4,56.6,cotton
6.0,25.7,84.0,87.6,55.9,43.1,vegetable cowpea
6.4,37.8,18.2,31.0,28.5,23.7,panivaragu
6.0,20.5,76.7,103.9,79.9,108.7,onion
6.2,21.0,73.9,76.6,43.1,45.1,small onion
6.6,19.4,98.1,83.2,58.3,43.9,beetroot
6.2,18.0,89.9,45.1,22.8,20.3,pearl millet
8.5,21.8,75.6,62.8,56.2,43.8,cluster bean
6.5,27.6,84.4,86.5,52.6,48.4,elephant foot yam
6.8,28.5,80.1,61.9,79.3,71.8,bitter gourd
6.5,30.9,82.1,84.6,43.2,44.7,annual moringa
5.9,23.9,77.4,137.1,62.6,85.7,onion
6.8,26.2,88.0,93.2,75.5,79.8,bitter gourd
5.9,10.3,80.0,63.2,55.4,54.5,french bean
6.9,24.6,90.2,77.7,25.6,38.0,castor
8.6,33.3,18.0,34.7,25.9,22.3,samai
6.6,28.7,90.0,107.5,63.6,87.1,brinjal
7.1,22.1,79.5,87.4,44.2,49.7,cluster bean
5.8,20.5,84.3,99.5,49.2,57.8,vegetable cowpea
7.3,38.3,17.9,24.4,35.9,26.2,blackgram
6.6,23.2,77.2,183.7,98.3,142.3,sugarcane
6.6,25.2,84.9,79.6,43.2,59.7,elephant foot yam
8.1,13.7,18.0,39.7,28.3,29.4,ragi
6.9,18.7,73.3,51.2,20.5,23.7,soyabean
6.7,18.9,99.3,94.0,49.9,40.1,beetroot
6.3,31.6,75.1,69.3,34.8,22.6,soyabean
6.7,33.0,78.3,48.8,20.9,27.6,horsegram
6.7,19.1,99.5,79.7,42.5,48.8,beetroot
6.4,24.8,92.8,135.3,61.9,104.9,capsicum
6.7,16.9,64.1,81.1,95.5,93.8,carrot
8.9,33.7,15.5,37.4,20.9,24.4,samai
8.6,35.0,17.9,35.2,24.6,25.4,samai
6.8,24.9,84.2,83.7,45.3,70.9,watermelon
6.8,21.1,72.2,84.7,53.4,55.9,small onion
6.9,22.2,73.5,84.8,56.9,50.0,small onion
6.4,20.0,91.4,64.0,27.9,36.5,soyabean
5.6,20.0,16.1,40.2,35.3,23.4,kudiraivali
6.4,18.1,70.9,95.9,51.5,57.4,small onion
7.5,23.9,19.5,32.0,22.9,28.6,ragi
6.1,29.1,51.8,69.9,56.4,99.6,ash gourd
6.1,23.3,15.0,30.5,25.5,26.3,thinai
6.5,18.9,98.6,94.5,48.3,57.7,beetroot
7.7,26.0,93.2,58.2,32.1,28.6,castor
6.4,26.7,16.6,34.0,27.9,20.1,varagu
7.4,11.6,78.9,108.4,57.7,42.8,peas
7.2,29.2,75.3,103.5,57.4,50.9,annual moringa
6.3,23.4,56.5,105.9,45.7,53.1,wheat
7.2,28.8,65.9,71.6,52.8,49.5,cucumber
6.6,16.0,66.5,87.4,74.1,74.8,carrot
8.9,31.2,17.0,36.9,26.9,22.4,samai
5.7,26.6,60.0,43.3,25.2,22.8,bengalgram
7.3,28.4,84.9,82.4,43.6,40.3,tinda
6.5,31.8,85.0,88.9,44.2,93.5,muskmelon
5.9,25.8,15.0,36.3,21.7,28.0,varagu
6.1,21.4,88.7,76.9,67.0,75.4,snake gourd
5.7,22.9,18.9,30.4,23.2,21.4,ragi
6.6,27.6,78.4,51.8,32.1,21.1,redgram
6.4,12.5,98.3,109.2,86.0,116.0,cabbage
6.5,28.0,74.9,74.4,78.7,65.0,ash gourd
6.5,20.3,98.2,65.6,53.6,54.0,beetroot
5.7,14.3,86.6,43.2,33.7,38.1,pearl millet
6.5,24.1,65.0,76.8,42.3,48.8,groundnut
6.4,21.9,85.9,104.4,40.2,47.7,sweet potato
8.1,24.2,81.8,73.8,38.4,34.9,castor
6.1,28.8,51.2,38.2,39.9,35.7,cowpea
6.8,18.8,65.9,60.8,45.9,59.3,small onion
7.3,23.0,67.1,137.6,74.8,66.1,sugarbeet
6.9,25.8,84.8,48.6,29.5,27.1,castor
6.7,25.7,84.4,126.5,88.5,63.5,maize
6.9,22.9,60.0,43.0,27.5,26.7,bengalgram
7.9,34.1,95.6,26.9,30.3,36.7,gingely
6.0,25.8,90.0,135.3,50.1,87.5,brinjal
6.6,19.6,77.1,58.5,27.0,39.4,redgram
5.6,23.9,19.2,37.1,24.7,20.5,panivaragu
6.1,27.4,51.3,31.9,26.1,26.4,cowpea
7.7,21.0,87.2,71.3,27.8,32.3,sunflower
6.8,27.2,82.9,78.6,44.6,45.7,elephant foot yam
6.5,27.0,70.0,89.1,56.8,51.3,rice
7.2,24.2,77.6,119.0,58.8,84.9,tomato
6.4,17.9,99.0,95.1,56.2,45.1,radish
6.4,20.0,19.7,55.0,21.8,32.5,kudiraivali
6.4,10.6,95.0,80.0,53.1,45.5,radish
6.4,25.6,64.0,80.4,70.9,80.0,ash gourd
7.4,27.4,90.0,139.0,69.4,118.4,brinjal
6.3,19.9,67.3,80.6,78.1,60.1,carrot
7.2,22.3,83.5,91.9,59.1,42.6,cluster bean
6.8,30.3,65.0,62.2,48.1,44.5,groundnut
5.9,26.8,79.7,60.5,53.4,54.3,vegetable cowpea
5.6,19.2,90.3,52.8,31.4,37.7,pearl millet
6.1,7.8,93.0,139.4,84.2,119.6,cabbage
7.3,33.3,62.3,98.9,50.2,47.7,cucumber
7.0,24.3,66.7,65.4,44.9,56.4,small onion
6.2,20.1,50.7,42.3,39.9,22.9,cowpea
6.5,26.2,96.6,135.2,62.9,97.2,cabbage
6.6,24.2,16.2,36.2,29.0,21.4,thinai
6.4,11.8,99.2,67.5,43.4,59.0,radish
7.2,35.0,64.9,80.0,45.5,44.6,cucumber
6.1,25.1,95.1,143.7,99.1,100.7,bhendi
6.8,24.9,98.6,131.0,84.4,111.7,bhendi
7.0,33.7,64.3,92.6,53.3,59.4,cucumber
5.7,20.0,15.9,56.7,26.8,28.3,kudiraivali
7.4,20.6,88.7,58.0,33.2,38.0,sunflower
6.8,15.1,87.7,96.1,44.2,57.7,peas
6.7,33.4,96.1,68.1,51.4,50.0,sorghum
7.3,27.0,87.6,99.0,52.6,53.9,cotton
6.7,23.6,74.5,84.7,41.9,58.3,small onion
7.0,26.8,90.0,132.5,52.5,87.4,brinjal
8.1,25.5,87.1,61.7,39.2,37.7,castor
5.8,18.3,83.0,79.2,46.9,44.5,chowchow
6.4,19.8,98.8,91.5,53.9,57.1,beetroot
6.4,26.9,73.9,62.1,22.0,23.2,soyabean
6.0,26.0,63.4,63.4,48.3,77.9,ash gourd
6.1,16.0,74.0,107.3,65.4,71.5,sugarbeet
7.5,23.7,87.4,77.1,22.6,20.1,sunflower
7.4,27.1,78.7,98.6,47.5,54.4,rice
6.9,26.5,60.0,43.2,29.0,27.8,bengalgram
7.6,19.7,16.9,36.1,27.2,23.3,ragi
6.4,29.2,99.1,74.9,55.6,45.7,sorghum
6.8,28.5,52.8,60.6,51.5,56.9,tapoica
6.6,22.1,96.6,86.4,54.2,52.2,cauliflower
6.3,23.2,81.7,71.8,74.6,60.2,bottle gourd
7.0,29.3,67.2,76.7,58.0,58.0,cucumber
6.5,17.0,61.5,113.0,97.7,60.9,carrot
6.8,19.5,66.8,119.6,68.4,63.3,carrot
6.9,36.6,58.0,57.9,32.9,20.6,horsegram
6.1,30.9,52.8,64.7,49.6,72.7,ash gourd
6.4,25.9,87.9,108.6,57.7,43.2,sweet potato
6.0,25.4,76.2,132.4,60.9,96.6,chillies
6.6,22.9,99.6,82.4,51.2,44.9,cauliflower
6.5,25.2,80.8,75.2,73.8,76.4,bitter gourd
6.3,28.5,17.8,33.6,27.4,22.2,thinai
6.9,21.5,65.0,69.7,58.3,43.2,groundnut
5.6,28.2,60.0,40.1,29.8,24.1,bengalgram
6.0,25.2,87.3,61.1,65.8,99.9,snake gourd
5.8,28.4,17.8,37.5,25.9,26.9,thinai
5.0,17.5,15.8,35.5,28.9,27.8,ragi
6.6,24.8,84.2,134.5,52.0,89.5,tomato
6.5,32.7,84.1,84.0,47.9,32.7,jute
7.7,34.5,94.3,38.8,29.6,24.5,gingely
5.9,22.6,16.7,31.5,27.4,25.5,thinai
5.7,26.1,17.8,32.8,28.7,24.6,varagu
5.5,15.9,82.2,67.9,49.1,45.7,french bean
6.5,24.1,95.8,134.7,81.1,99.0,bhendi
5.5,25.7,83.8,61.1,53.7,52.0,french bean
7.1,29.6,78.7,75.2,36.4,33.8,jute
7.5,24.3,78.2,85.2,46.2,56.1,rice
6.0,21.4,80.3,80.7,41.3,52.9,chowchow
7.3,19.6,82.0,123.7,50.8,112.2,tomato
6.7,23.5,77.1,139.2,62.6,91.4,chillies
6.2,25.6,15.2,35.9,20.4,26.7,varagu
6.7,24.0,71.6,98.9,57.6,54.5,small onion
6.6,21.6,96.1,100.5,52.5,40.7,cauliflower
7.1,28.7,92.1,71.4,53.3,48.9,sorghum
6.8,24.1,77.2,117.4,49.1,105.9,chillies
7.5,26.0,79.8,116.1,43.1,51.6,cotton
7.0,22.3,54.0,114.3,59.4,57.7,wheat
6.5,24.5,79.1,108.6,57.5,111.5,chillies
7.5,23.2,17.4,26.6,37.6,26.9,blackgram
6.9,17.1,84.8,57.6,32.0,30.6,soyabean
6.6,26.5,76.8,113.7,55.5,51.1,peas
7.0,36.1,17.4,25.3,20.7,22.6,blackgram
6.3,29.5,74.8,92.3,31.8,38.8,jute
6.4,18.4,73.0,67.0,53.3,55.5,small onion
6.5,22.2,55.9,119.9,57.3,55.9,wheat
6.2,24.5,78.0,65.7,41.3,78.8,bottle gourd
7.2,26.8,84.0,81.0,54.5,53.2,cotton
6.1,23.1,72.4,140.5,68.3,72.4,maize
5.9,30.6,87.6,34.5,21.4,35.9,gingely
7.1,20.9,91.3,70.0,27.6,25.7,sunflower
7.9,22.4,74.2,183.1,71.1,139.0,sugarcane
5.8,14.9,18.3,37.6,27.5,26.6,ragi
6.9,18.8,98.5,89.8,49.4,40.2,beetroot
6.2,29.6,59.8,73.4,41.1,64.2,ash gourd
7.2,30.1,62.0,94.2,42.4,42.1,cucumber
7.3,27.1,69.8,66.3,43.9,53.9,cucumber
6.0,31.2,89.3,78.4,45.1,32.9,jute
6.8,29.3,80.2,92.5,43.7,66.7,muskmelon
6.9,18.7,72.0,57.3,37.2,33.7,soyabean
5.7,16.4,95.7,92.6,48.7,47.9,radish
6.5,24.1,19.8,33.2,27.8,22.1,thinai
7.4,28.8,74.5,88.2,45.4,49.7,cotton
6.2,31.6,70.0,44.1,30.1,39.8,horsegram
6.5,21.1,65.0,53.4,59.4,54.8,groundnut
6.3,23.3,85.1,97.5,70.5,76.4,snake gourd
6.2,25.5,99.9,133.0,93.7,88.4,bhendi
7.2,22.1,84.5,64.7,22.0,37.9,sunflower
8.7,39.0,17.2,33.7,21.5,22.5,samai
6.6,26.3,85.6,76.6,57.4,65.7,bitter gourd
7.2,21.8,82.5,109.1,50.9,40.8,cotton
6.7,21.1,90.0,126.1,55.5,87.2,brinjal
6.9,34.0,79.0,72.8,64.0,92.4,ribbed gourd
7.0,27.8,76.8,52.5,29.9,21.0,redgram
6.9,29.1,81.2,61.7,69.5,66.1,ribbed gourd
7.8,23.5,82.0,73.2,46.9,42.2,cluster bean
7.0,26.0,65.6,84.4,53.2,55.8,cucumber
6.8,20.7,64.2,96.4,49.6,86.2,pumpkin
6.4,26.6,90.0,119.4,42.9,109.8,brinjal
6.3,14.8,95.2,92.6,56.6,55.1,radish
7.2,31.7,69.6,35.5,30.9,29.9,greengram
6.7,21.5,53.6,98.9,45.8,54.9,wheat
6.3,21.0,83.9,117.7,60.8,82.5,onion
7.3,24.1,85.0,78.8,32.0,24.8,sunflower
6.1,21.9,86.6,93.2,63.3,61.7,snake gourd
6.5,20.6,71.3,92.9,52.2,55.4,small onion
7.0,35.1,88.9,71.7,34.9,40.6,jute
6.1,26.1,17.0,37.9,27.3,25.5,varagu
6.1,28.8,80.3,82.6,45.6,52.4,elephant foot yam
6.6,18.7,81.8,114.0,46.1,96.4,tomato
7.3,34.1,69.0,25.0,35.4,22.9,greengram
6.9,14.0,85.9,97.4,48.3,40.7,peas
7.1,26.8,56.3,58.8,23.7,31.6,horsegram
6.4,29.2,80.2,137.5,44.5,101.4,chillies
6.4,20.0,18.3,44.4,32.6,26.4,kudiraivali
6.9,30.0,78.2,67.0,65.3,73.0,ribbed gourd
7.4,18.7,19.3,33.3,26.6,24.1,ragi
7.2,26.4,79.6,155.8,80.0,143.7,sugarcane
6.0,25.2,74.2,135.0,66.0,83.2,maize
6.9,20.4,90.0,109.1,51.7,97.5,brinjal
6.9,30.8,84.2,90.4,51.4,55.3,annual moringa
6.7,28.6,17.9,36.3,30.0,31.0,blackgram
6.0,22.4,61.9,175.3,86.4,74.9,maize
6.9,29.1,80.5,69.6,63.2,61.8,ribbed gourd
7.7,39.3,17.7,36.7,29.7,29.2,blackgram
6.1,24.3,79.9,98.9,58.8,88.6,bottle gourd
6.9,20.0,16.3,58.6,33.8,37.5,kudiraivali
5.7,22.1,19.9,37.8,29.6,20.7,thinai
8.0,25.2,83.0,92.6,40.9,43.3,annual moringa
6.9,40.7,17.5,29.8,28.4,34.6,blackgram
5.7,21.9,78.3,96.3,43.5,54.3,chowchow
5.7,20.0,17.0,51.4,28.0,31.1,kudiraivali
6.3,21.8,80.6,110.5,78.7,86.6,onion
6.8,23.9,15.2,30.1,20.8,29.3,ragi
7.3,33.2,68.2,37.4,34.4,33.7,greengram
5.9,15.4,95.6,96.8,57.3,43.2,radish
6.3,25.8,16.5,39.5,27.0,22.1,varagu
6.7,27.9,16.3,35.0,29.6,24.3,thinai
6.8,29.2,77.5,86.7,61.8,80.4,ribbed gourd
6.8,26.9,62.9,27.0,23.8,25.4,greengram
6.5,24.3,86.4,65.2,40.4,88.6,snake gourd
5.2,26.5,51.7,38.7,36.3,38.7,cowpea
5.9,20.2,79.9,75.2,44.4,49.0,french bean
6.9,31.8,75.5,83.2,33.8,33.4,jute
6.0,18.5,99.8,60.8,40.7,42.1,beetroot
6.7,28.5,77.8,126.2,68.6,108.5,tomato
6.2,20.3,98.3,93.2,45.2,41.5,beetroot
5.7,25.4,75.4,135.2,86.1,79.8,maize
6.9,18.6,93.1,119.7,68.2,117.9,capsicum
6.4,26.7,83.6,99.3,46.3,88.1,watermelon
5.8,42.8,87.6,54.0,31.1,30.5,pearl millet
6.8,13.0,96.2,63.4,55.0,40.2,radish
6.1,24.3,99.6,62.0,51.7,40.0,sorghum
7.0,26.3,79.1,96.1,61.9,92.9,bitter gourd
5.8,21.2,88.8,98.4,48.0,57.5,sweet potato
6.3,31.4,85.0,95.7,45.1,50.6,elephant foot yam
6.5,26.8,78.0,93.5,53.2,49.8,tinda
6.0,18.5,98.9,62.6,56.7,44.1,beetroot
7.4,25.4,82.8,80.5,41.6,81.6,watermelon
6.1,22.1,75.1,73.3,51.5,77.6,bottle gourd
6.3,12.3,93.1,144.9,85.5,97.0,cabbage
5.8,15.4,98.6,89.5,53.7,48.4,radish
6.5,24.9,78.5,133.0,75.7,111.1,onion
6.6,23.4,80.8,139.0,74.3,105.7,tomato
8.4,24.1,78.4,92.2,41.8,41.5,cluster bean
7.2,26.1,80.5,143.4,75.4,96.2,tomato
6.1,13.0,96.4,138.9,79.8,114.7,cabbage
7.0,17.8,69.5,73.7,47.2,41.6,small onion
7.5,24.9,72.4,139.7,70.2,78.4,sugarbeet
6.3,19.9,68.2,62.6,59.1,56.7,small onion
6.8,34.1,83.3,67.0,44.9,79.8,ribbed gourd
6.2,22.4,81.0,115.1,74.6,119.1,onion
7.2,28.4,79.0,87.4,48.8,63.4,muskmelon
8.7,31.4,15.3,34.3,29.8,22.4,samai
6.7,24.2,80.5,96.8,47.7,90.9,watermelon
6.4,22.0,84.0,54.5,25.2,39.0,castor
6.9,34.2,76.8,77.8,52.6,62.7,ribbed gourd
7.5,25.8,90.0,106.2,70.1,106.5,brinjal
6.9,30.9,74.4,62.6,34.1,27.3,soyabean
5.8,20.4,82.7,61.8,44.3,55.9,vegetable cowpea
7.2,33.8,61.1,94.9,46.9,40.2,rice
6.9,22.3,77.5,90.6,59.6,40.7,peas
5.7,25.2,88.8,37.1,21.6,20.6,gingely
5.5,33.2,16.7,37.0,25.4,28.7,panivaragu
6.8,25.0,79.3,42.9,33.1,25.0,redgram
6.3,28.6,80.1,147.6,60.8,113.1,chillies
6.5,22.0,90.0,141.9,77.3,82.0,brinjal
6.5,24.0,66.5,149.0,63.3,63.6,sugarbeet
8.2,23.4,82.4,62.8,45.2,46.2,cluster bean
7.4,20.5,96.2,67.7,20.3,23.4,sunflower
5.9,29.2,16.5,36.6,25.2,27.5,panivaragu
6.0,24.1,84.6,125.6,51.6,101.4,chillies
6.9,16.1,66.4,110.3,68.6,77.9,carrot
6.2,18.3,65.7,65.2,49.3,55.8,small onion
6.4,19.2,62.3,93.3,67.3,62.0,carrot
6.4,27.1,84.8,80.1,45.5,52.7,elephant foot yam
5.6,21.0,78.1,87.9,56.4,42.3,vegetable cowpea
6.0,25.7,92.2,137.6,60.7,115.9,capsicum
6.5,16.3,91.0,130.2,45.4,114.5,capsicum
6.6,25.3,90.3,116.8,70.6,92.1,capsicum
6.0,22.4,50.8,30.3,21.7,34.5,cowpea
7.7,32.4,78.2,108.4,54.4,50.8,annual moringa
7.1,24.7,90.0,144.6,67.8,93.3,brinjal
6.4,20.9,76.5,139.4,78.5,109.1,onion
7.6,21.7,96.8,70.8,21.8,20.9,sunflower
6.9,25.3,82.3,89.5,65.1,77.2,bitter gourd
7.2,22.6,89.7,117.1,57.7,50.2,cotton
6.7,30.6,80.0,82.5,57.5,41.1,annual moringa
6.5,36.3,70.5,82.4,52.1,57.9,rice
5.8,18.6,82.7,85.6,47.8,53.1,french bean
5.8,12.8,77.5,61.3,52.4,57.5,french bean
6.1,29.6,89.0,26.4,36.0,21.7,gingely
6.7,24.0,87.9,68.5,34.2,23.0,sunflower
6.5,16.3,78.2,72.2,31.2,38.1,soyabean
7.4,34.6,81.4,92.6,40.6,98.0,muskmelon
6.7,25.1,83.3,111.6,42.1,84.0,chillies
7.1,28.2,81.0,97.4,44.0,51.5,cotton
6.7,23.4,67.0,99.5,68.6,93.4,pumpkin
6.2,18.9,80.9,94.3,51.2,45.2,chowchow
7.9,15.7,65.6,134.9,74.8,69.2,sugarbeet
6.4,26.0,90.0,149.5,41.1,110.9,brinjal
6.5,23.9,73.9,65.1,55.3,58.0,small onion
6.1,24.3,96.6,106.7,81.2,115.7,bhendi
6.7,24.8,74.8,84.2,40.8,58.0,small onion
6.4,29.3,94.6,106.0,55.1,96.5,capsicum
6.1,24.3,67.5,98.6,47.0,46.7,small onion
7.1,32.1,81.3,119.3,45.5,41.8,annual moringa
6.9,23.5,97.7,75.9,38.0,37.2,sunflower
6.9,21.0,63.6,63.8,60.5,92.6,pumpkin
6.0,20.9,60.0,59.6,38.9,20.6,bengalgram
7.1,30.2,75.6,74.1,68.2,64.9,ribbed gourd
5.7,19.2,77.2,84.1,58.6,51.6,french bean
6.7,21.0,87.9,79.9,26.1,33.6,sunflower
7.2,23.3,77.3,70.0,57.0,42.3,cluster bean
7.0,32.0,75.4,83.9,42.1,91.5,muskmelon
6.4,27.9,58.2,89.8,66.8,60.5,ash gourd
6.5,24.9,80.6,47.5,30.0,20.9,castor
6.2,20.0,15.7,56.8,25.9,35.7,kudiraivali
7.0,31.9,68.8,92.6,55.3,56.6,cucumber
6.1,18.7,85.1,61.0,73.7,72.4,snake gourd
6.3,30.6,60.7,60.1,72.5,68.1,ash gourd
6.4,23.1,76.6,99.7,49.5,99.5,bottle gourd
5.6,20.1,53.0,38.8,33.2,21.0,cowpea
6.1,21.7,81.4,92.3,55.6,51.5,chowchow
6.3,21.9,19.0,35.1,29.6,27.0,thinai
7.4,25.1,75.9,94.8,71.5,66.0,ribbed gourd
6.7,26.9,73.1,70.4,38.8,32.1,jute
6.6,26.7,99.6,84.0,41.0,52.2,cauliflower
6.6,29.8,82.7,117.0,43.8,54.1,annual moringa
6.5,24.0,80.0,85.4,59.5,64.6,watermelon
7.3,21.5,76.4,87.9,45.2,52.9,peas
6.6,20.3,18.7,35.3,25.3,20.7,panivaragu
6.3,27.3,93.1,39.6,32.8,34.8,gingely
7.5,26.4,17.2,25.6,39.1,38.5,blackgram
7.4,24.2,90.0,106.9,57.9,101.5,brinjal
7.5,31.1,67.2,64.2,50.3,53.2,cucumber
8.4,23.7,79.8,86.8,43.8,55.9,cluster bean
7.0,41.4,65.0,66.2,57.2,58.7,groundnut
6.1,20.0,19.1,45.0,31.3,33.8,kudiraivali
6.8,18.1,65.0,67.3,56.6,49.6,groundnut
6.7,21.5,85.6,95.3,42.6,42.8,sweet potato
6.6,21.7,55.5,101.2,56.0,57.8,wheat
5.6,16.0,77.9,92.2,56.7,41.3,french bean
5.6,31.9,84.2,82.1,49.4,52.0,elephant foot yam
5.5,23.8,19.3,39.2,24.2,28.1,thinai
5.8,24.6,60.0,44.8,24.6,29.2,bengalgram
7.3,26.5,74.1,176.7,95.6,126.7,sugarcane
6.1,26.3,77.7,74.8,38.9,37.0,jute
7.0,32.6,79.7,113.6,57.5,41.9,annual moringa
6.0,21.8,81.5,169.3,81.0,80.3,maize
5.8,28.4,91.3,47.2,33.2,20.8,pearl millet
7.0,26.3,81.3,75.3,40.6,51.5,tinda
7.2,24.5,84.2,54.3,31.8,37.5,pearl millet
6.6,21.1,77.2,57.5,22.9,36.5,redgram
7.8,21.4,69.4,172.9,61.3,146.1,sugarcane
7.7,27.4,83.6,100.9,50.6,47.8,annual moringa
6.4,18.3,98.2,82.0,54.0,58.4,beetroot
8.0,22.5,71.2,119.4,57.9,53.0,cotton
6.8,27.9,77.1,141.3,69.5,113.5,tomato
6.6,29.5,79.6,120.7,63.5,115.2,tomato
7.9,21.6,84.0,45.8,31.5,20.6,sunflower
6.6,5.0,96.0,83.4,40.3,59.5,cauliflower
6.4,25.7,65.8,86.3,57.4,95.8,pumpkin
7.0,29.4,80.9,86.9,50.4,46.3,tinda
7.0,25.0,90.0,147.8,71.7,95.2,brinjal
6.4,29.0,53.7,50.9,38.4,38.2,cowpea
6.0,33.9,98.2,63.8,51.1,54.5,sorghum
7.3,21.2,89.5,99.7,52.6,55.9,peas
6.6,20.1,85.4,90.7,57.3,60.5,snake gourd
6.9,22.0,86.6,68.1,32.9,37.3,soyabean
6.1,23.9,76.9,136.0,41.3,117.0,chillies
7.0,30.1,81.5,29.3,33.0,32.6,gingely
6.5,24.9,99.8,142.1,88.7,84.7,bhendi
6.5,23.2,87.3,71.4,73.6,87.3,snake gourd
5.7,27.4,58.1,97.5,58.6,58.0,tapoica
6.4,21.0,62.0,68.5,65.4,89.0,pumpkin
5.8,26.3,51.8,30.6,28.9,33.0,cowpea
7.2,30.0,91.9,63.3,59.8,55.5,sorghum
6.2,24.4,86.4,96.0,48.9,98.5,snake gourd
6.1,11.8,18.8,33.4,24.7,22.3,ragi
5.1,24.5,53.9,49.5,24.2,31.6,cowpea
6.2,20.6,99.5,90.6,49.1,40.1,beetroot
6.2,18.0,68.3,67.5,49.4,97.0,pumpkin
6.7,27.0,83.3,75.8,77.1,85.0,bitter gourd
6.0,22.5,77.5,109.6,69.1,83.9,onion
6.6,25.4,55.9,98.1,42.0,50.2,tapoica
7.1,23.1,69.7,172.3,77.4,128.4,sugarcane
6.3,23.7,80.9,89.1,71.3,92.0,bottle gourd
6.5,29.2,92.7,54.1,23.5,35.3,pearl millet
7.8,25.0,82.5,80.2,55.1,48.1,cluster bean
6.0,24.3,81.4,122.9,40.1,96.3,onion
5.5,26.1,82.4,122.7,75.0,70.8,maize
6.6,25.1,89.9,114.7,50.5,41.6,sweet potato
7.0,27.8,78.1,87.5,49.8,41.3,peas
6.3,20.0,17.6,44.2,31.5,21.5,kudiraivali
6.7,28.8,93.5,79.6,47.1,49.4,sorghum
6.8,18.3,65.7,92.6,55.1,50.7,small onion
6.7,26.8,15.0,38.4,25.6,27.6,panivaragu
6.7,22.9,90.0,108.5,65.3,115.3,brinjal
7.6,29.0,82.6,103.1,43.1,44.7,annual moringa
7.4,24.8,82.7,63.6,40.0,40.4,cluster bean
6.3,32.5,91.8,22.8,22.9,20.8,gingely
8.7,34.5,19.0,38.9,23.6,21.4,samai
6.3,19.7,98.8,72.8,48.6,54.4,beetroot
6.6,33.3,60.9,50.3,38.5,22.8,horsegram
8.7,30.0,15.9,38.4,20.9,21.6,samai
6.8,13.7,72.8,107.7,45.4,45.2,peas
6.3,17.8,90.1,73.8,36.2,38.0,soyabean
